Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
39107693,05/04/2018 03:35:00 PM,05/07/2018 12:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10023,,,,,WEST 70 STREET,AMSTERDAM AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/07/2018 12:30:00 PM,07 MANHATTAN,MANHATTAN,989074,222470,Unspecified,MANHATTAN,,,,,,,,40.777303729744,-73.98258227877236,"(40.777303729744, -73.98258227877236)"
39120423,05/06/2018 08:30:00 AM,05/10/2018 02:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10023,43 WEST   70 STREET,WEST   70 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/10/2018 02:35:00 PM,07 MANHATTAN,MANHATTAN,990293,221798,Unspecified,MANHATTAN,,,,,,,,40.77545851719921,-73.97818151467425,"(40.77545851719921, -73.97818151467425)"
39158724,05/10/2018 09:21:00 PM,05/11/2018 10:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,,,,,WEST 96 STREET,BROADWAY,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/11/2018 10:00:00 AM,07 MANHATTAN,MANHATTAN,992063,228791,Unspecified,MANHATTAN,,,,,,,,40.79465104923777,-73.97178272840256,"(40.79465104923777, -73.97178272840256)"
39176437,05/12/2018 03:02:00 PM,05/14/2018 01:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,3 AVENUE,3 AVENUE,EAST   32 STREET,EAST   33 STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,05/14/2018 01:50:00 PM,06 MANHATTAN,MANHATTAN,990115,210610,Unspecified,MANHATTAN,,,,,,,,40.74475044631681,-73.97883395107696,"(40.74475044631681, -73.97883395107696)"
39230348,05/19/2018 01:01:00 PM,05/24/2018 10:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,155 WEST   13 STREET,WEST   13 STREET,AVENUE OF THE AMERICAS,7 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/24/2018 10:45:00 AM,02 MANHATTAN,MANHATTAN,984567,207901,Unspecified,MANHATTAN,,,,,,,,40.73731685457071,-73.9988561144277,"(40.73731685457071, -73.9988561144277)"
39231617,05/19/2018 09:22:00 AM,05/19/2018 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10038,,,,,PEARL STREET,FRANKFORT STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,05/19/2018 12:00:00 PM,01 MANHATTAN,MANHATTAN,983788,197775,Unspecified,MANHATTAN,,,,,,,,40.70952343044316,-74.00166641887616,"(40.70952343044316, -74.00166641887616)"
39195985,05/15/2018 06:14:00 PM,05/16/2018 10:16:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10018,,,,,8 AVENUE,WEST 35 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/16/2018 10:16:00 AM,04 MANHATTAN,MANHATTAN,986195,213562,Unspecified,MANHATTAN,,,,,,,,40.75285467380101,-73.99297988521025,"(40.75285467380101, -73.99297988521025)"
39199704,05/15/2018 07:50:00 PM,05/17/2018 01:07:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10034,,,,,9 AVENUE,WEST 220 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",05/17/2018 01:07:00 PM,12 MANHATTAN,MANHATTAN,1008802,256858,Unspecified,MANHATTAN,,,,,,,,40.8716561835673,-73.91122579619153,"(40.8716561835673, -73.91122579619153)"
39202724,05/16/2018 08:21:00 PM,05/17/2018 01:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,,,,,WEST 47 STREET,10 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",05/17/2018 01:25:00 AM,04 MANHATTAN,MANHATTAN,986143,217189,Unspecified,MANHATTAN,,,,,,,,40.76280987359789,-73.9931665482862,"(40.76280987359789, -73.9931665482862)"
39216424,05/17/2018 10:59:00 PM,05/18/2018 02:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,44 WEST   77 STREET,WEST   77 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/18/2018 02:20:00 AM,07 MANHATTAN,MANHATTAN,990962,223589,Unspecified,MANHATTAN,,,,,,,,40.78037385715221,-73.97576427531109,"(40.78037385715221, -73.97576427531109)"
39220698,05/17/2018 01:21:00 PM,05/17/2018 01:27:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,35 DOWNING STREET,DOWNING STREET,BEDFORD ST,VARICK ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",05/17/2018 01:27:00 PM,02 MANHATTAN,MANHATTAN,983169,204972,Unspecified,MANHATTAN,,,,,,,,40.72927740932316,-74.00390028745662,"(40.72927740932316, -74.00390028745662)"
39240059,05/20/2018 11:44:00 AM,05/20/2018 02:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10026,,,,,WEST 116 STREET,LENOX AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/20/2018 02:30:00 PM,10 MANHATTAN,MANHATTAN,998181,231480,Unspecified,MANHATTAN,,,,,,,,40.802024093663604,-73.94968150946016,"(40.802024093663604, -73.94968150946016)"
39240915,05/20/2018 09:40:00 AM,05/20/2018 01:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10028,,,,,EAST 86 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/20/2018 01:50:00 PM,08 MANHATTAN,MANHATTAN,996551,223272,Unspecified,MANHATTAN,,,,,,,,40.77949776479802,-73.95558406794517,"(40.77949776479802, -73.95558406794517)"
38003337,12/23/2017 10:58:00 AM,12/26/2017 11:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,,,,,,E 96 ST,FDR DR,INTERSECTION,,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,12/26/2017 11:30:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
39265511,05/23/2018 02:13:00 PM,05/24/2018 01:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,1399 MADISON AVENUE,MADISON AVENUE,E 96 ST,E 97 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/24/2018 01:25:00 PM,11 MANHATTAN,MANHATTAN,997078,226324,Unspecified,MANHATTAN,,,,,,,,40.787873942463236,-73.95367537111959,"(40.787873942463236, -73.95367537111959)"
39269093,05/23/2018 09:24:00 AM,05/24/2018 01:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10028,505 EAST   82 STREET,EAST   82 STREET,YORK AVE,EAST END AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/24/2018 01:50:00 PM,08 MANHATTAN,MANHATTAN,998491,220968,Unspecified,MANHATTAN,,,,,,,,40.773170978974875,-73.94858408227068,"(40.773170978974875, -73.94858408227068)"
39273616,05/24/2018 06:46:00 PM,05/24/2018 07:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10023,,,,,WEST 66 STREET,AMSTERDAM AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/24/2018 07:30:00 PM,07 MANHATTAN,MANHATTAN,988567,221561,Unspecified,MANHATTAN,,,,,,,,40.77480902588772,-73.98441345655955,"(40.77480902588772, -73.98441345655955)"
39308397,05/28/2018 01:43:00 PM,06/02/2018 12:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,203 WEST   14 STREET,WEST   14 STREET,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",06/02/2018 12:35:00 PM,04 MANHATTAN,MANHATTAN,984210,208425,Unspecified,MANHATTAN,,,,,,,,40.73875511038305,-74.00014434198918,"(40.73875511038305, -74.00014434198918)"
39318657,05/29/2018 04:24:00 PM,05/30/2018 06:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10027,203 WEST  121 STREET,WEST  121 STREET,ADAM CLAYTON POWELL JR BLVD,ST NICHOLAS AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/30/2018 06:20:00 AM,10 MANHATTAN,MANHATTAN,997894,233162,Unspecified,MANHATTAN,,,,,,,,40.80664116830572,-73.95071472923618,"(40.80664116830572, -73.95071472923618)"
39333323,05/31/2018 04:20:00 PM,05/31/2018 04:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10128,,,,,3 AVENUE,EAST 90 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",05/31/2018 04:20:00 PM,08 MANHATTAN,MANHATTAN,997509,223961,Unspecified,MANHATTAN,,,,,,,,40.78138750196465,-73.9521236028916,"(40.78138750196465, -73.9521236028916)"
39335705,05/31/2018 10:43:00 AM,05/31/2018 03:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10128,4 EAST   95 STREET,EAST   95 STREET,5 AVE,MADISON AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/31/2018 03:20:00 PM,08 MANHATTAN,MANHATTAN,996445,226037,Unspecified,MANHATTAN,,,,,,,,40.78708710052283,-73.95596178903048,"(40.78708710052283, -73.95596178903048)"
41472029,01/20/2019 08:42:00 AM,04/07/2019 12:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,,,,FDR DR,E 96 ST,FDR DR,E 96 ST,INTERSECTION,,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,04/07/2019 12:30:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
39347598,06/01/2018 12:07:00 PM,06/01/2018 01:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10028,505 EAST   82 STREET,EAST   82 STREET,YORK AVE,EAST END AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",06/01/2018 01:00:00 PM,08 MANHATTAN,MANHATTAN,998491,220968,Unspecified,MANHATTAN,,,,,,,,40.773170978974875,-73.94858408227068,"(40.773170978974875, -73.94858408227068)"
39354688,06/02/2018 06:26:00 PM,06/03/2018 06:03:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10030,2260 7 AVENUE,7 AVENUE,W 133 ST,W 134 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",06/03/2018 06:03:00 AM,10 MANHATTAN,MANHATTAN,999588,235884,Unspecified,MANHATTAN,,,,,,,,40.81410952272696,-73.94458939293038,"(40.81410952272696, -73.94458939293038)"
39366631,06/04/2018 04:32:00 PM,06/06/2018 06:06:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,,,,,WEST 76 STREET,COLUMBUS AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",06/06/2018 06:06:00 AM,07 MANHATTAN,MANHATTAN,990647,223452,Unspecified,MANHATTAN,,,,,,,,40.77999806200927,-73.97690180934424,"(40.77999806200927, -73.97690180934424)"
39366660,06/04/2018 04:19:00 PM,06/09/2018 11:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,50W 9 AVENUE,9 AVENUE,BEND,W 15 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",06/09/2018 11:45:00 AM,04 MANHATTAN,MANHATTAN,982817,209314,Unspecified,MANHATTAN,,,,,,,,40.7411950785355,-74.00517124113898,"(40.7411950785355, -74.00517124113898)"
39367611,06/04/2018 03:42:00 PM,06/09/2018 11:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,345 WEST   19 STREET,WEST   19 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",06/09/2018 11:15:00 AM,04 MANHATTAN,MANHATTAN,983810,210118,Unspecified,MANHATTAN,,,,,,,,40.74340196324039,-74.00158787262363,"(40.74340196324039, -74.00158787262363)"
39369429,06/04/2018 12:18:00 PM,06/21/2018 10:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,,,,,BROADWAY,WEST 95 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",06/21/2018 10:45:00 AM,07 MANHATTAN,MANHATTAN,991925,228547,Unspecified,MANHATTAN,,,,,,,,40.79398145623041,-73.97228140520521,"(40.79398145623041, -73.97228140520521)"
